siniestro_id,poliza_id,anio_ocurrencia,fecha_siniestro,fecha_reporte,tipo_siniestro,monto_siniestro,deducible,monto_neto,monto_pagado,estado_siniestro,monto_reserva,mes_siniestro
8882,90034,2023,2023-11-23,2023-12-05,Colision,12065.63,1809.84,10255.78,0,Rechazado,0,11
8883,90038,2023,2024-08-05,2024-08-05,Robo Total,110043,16506.45,93536.55,93536.54999999999,Pagado,0,8
8884,90041,2023,2023-09-22,2023-09-28,Danos,54296.39,8144.46,46151.93,46151.93,Pagado,0,9
8885,90044,2023,2023-04-10,2023-04-10,Colision,12241.07,1836.16,10404.91,10404.91,Pagado,0,4
8886,90048,2023,2023-09-19,2023-09-25,Colision,77514.84,11627.23,65887.62,65887.62,Pagado,0,9
8887,90075,2023,2024-07-21,2024-07-22,Danos,33101.89,4965.28,28136.61,28136.61,Pagado,0,7
8888,90075,2023,2024-02-12,2024-02-25,Colision,13157.54,1973.63,11183.91,11183.91,Pagado,0,2
8889,90084,2023,2024-05-20,2024-05-23,Robo Parcial,9963.51,1800,8163.51,8163.51,Pagado,0,5
8890,90090,2023,2023-11-13,2023-11-28,Colision,34324.72,5148.71,29176.02,29176.019999999997,Pagado,0,11
8891,90115,2023,2023-07-03,2023-07-04,Robo Parcial,23524.1,3528.62,19995.49,19995.49,Pagado,0,7
8892,90121,2023,2024-05-21,2024-05-23,Colision,21071.4,3160.71,17910.69,17910.690000000002,Pagado,0,5
8893,90146,2023,2024-04-03,2024-04-05,Danos,12114.55,1817.18,10297.36,10297.36,Pagado,0,4
8894,90162,2023,2024-01-08,2024-01-12,Danos,6055.58,1800,4255.58,4255.58,Pagado,0,1
8895,90162,2023,2023-04-11,2023-04-20,Danos,49575.02,7436.25,42138.77,42138.77,Pagado,0,4
8896,90170,2023,2023-06-14,2023-06-28,Danos,6073.63,1800,4273.63,4273.63,Pagado,0,6
8897,90171,2023,2024-02-13,2024-02-25,Colision,17929.71,2689.46,15240.26,15240.26,Pagado,0,2
8898,90189,2023,2024-01-22,2024-02-01,Colision,47737.93,7160.69,40577.24,40577.24,Pagado,0,1
8899,90201,2023,2024-04-25,2024-05-07,Colision,22266.22,3339.93,18926.29,18926.29,Pagado,0,4
8900,90208,2023,2023-04-21,2023-04-30,Danos,13403.73,2010.56,11393.17,11393.17,Pagado,0,4
8901,90208,2023,2023-12-17,2023-12-25,Colision,64790.18,9718.53,55071.65,55071.65,Pagado,0,12
8902,90212,2023,2024-03-06,2024-03-13,Colision,18767.26,2815.09,15952.17,15952.17,Pagado,0,3
8903,90226,2023,2024-04-02,2024-04-14,Colision,21281.46,3192.22,18089.24,18089.24,Pagado,0,4
8904,90230,2023,2024-03-15,2024-03-19,Colision,20802.34,3120.35,17681.99,17681.989999999998,Pagado,0,3
8905,90232,2023,2024-05-23,2024-05-30,Colision,13480.12,2022.02,11458.1,11458.1,Pagado,0,5
8906,90242,2023,2023-11-16,2023-11-17,Colision,40128.17,6019.22,34108.94,34108.94,Pagado,0,11
8907,90252,2023,2023-09-11,2023-09-13,Colision,41756.96,6263.54,35493.41,0,En proceso,31749.01,9
8908,90253,2023,2023-09-10,2023-09-13,Colision,12567.56,1885.13,10682.43,10682.43,Pagado,0,9
8909,90268,2023,2023-04-27,2023-05-06,Colision,3910.42,1800,2110.42,2110.42,Pagado,0,4
8910,90269,2023,2023-10-12,2023-10-24,Colision,4262.96,1800,2462.96,2462.96,Pagado,0,10
8911,90283,2023,2024-01-14,2024-01-21,Colision,38206.34,5730.95,32475.39,32475.39,Pagado,0,1
8912,90289,2023,2023-08-16,2023-08-25,Colision,3527.71,1800,1727.71,1727.71,Pagado,0,8
8913,90307,2023,2023-03-05,2023-03-06,Danos,13551.18,2032.68,11518.5,11518.5,Pagado,0,3
8914,90321,2023,2024-11-19,2024-12-02,Colision,7011.11,1800,5211.11,5211.110000000001,Pagado,0,11
8915,90324,2023,2023-09-12,2023-09-27,Colision,5018.86,1800,3218.86,3218.8599999999997,Pagado,0,9
8916,90331,2023,2023-11-29,2023-12-07,Colision,42813.87,6422.08,36391.79,36391.79,Pagado,0,11
8917,90348,2023,2023-11-06,2023-11-21,Robo Parcial,4067.73,1800,2267.73,2267.73,Pagado,0,11
8918,90353,2023,2024-01-02,2024-01-15,Colision,24154.03,3623.1,20530.92,20530.92,Pagado,0,1
8919,90363,2023,2023-10-13,2023-10-17,Colision,32908.49,4936.27,27972.21,0,En proceso,28545.99,10
8920,90379,2023,2024-04-16,2024-04-17,Robo Parcial,65921.37,9888.21,56033.17,0,Rechazado,0,4
8921,90393,2023,2024-07-18,2024-07-22,Danos,7687.81,1800,5887.81,5887.81,Pagado,0,7
8922,90397,2023,2023-07-24,2023-07-30,Colision,54449.99,8167.5,46282.49,46282.490000000005,Pagado,0,7
8923,90402,2023,2023-12-25,2024-01-05,Colision,15733.47,2360.02,13373.45,13373.45,Pagado,0,12
8924,90419,2023,2023-05-16,2023-05-24,Colision,14812.39,2221.86,12590.53,12590.529999999999,Pagado,0,5
8925,90454,2023,2023-08-14,2023-08-29,Danos,19299.07,2894.86,16404.21,16404.21,Pagado,0,8
8926,90486,2023,2023-12-28,2023-12-29,Danos,15662.22,2349.33,13312.89,0,En proceso,15058.11,12
8927,90506,2023,2023-11-02,2023-11-11,Colision,10399.96,1800,8599.96,0,En proceso,9233.87,11
8928,90512,2023,2023-04-18,2023-04-24,Colision,19146.28,2871.94,16274.34,16274.34,Pagado,0,4
8929,90572,2023,2023-06-09,2023-06-22,Colision,35712.43,5356.86,30355.57,0,En proceso,31906.85,6
8930,90575,2023,2023-11-15,2023-11-24,Colision,5159.38,1800,3359.38,0,En proceso,4012.5,11
8931,90575,2023,2024-05-05,2024-05-14,Colision,5074.17,1800,3274.17,3274.17,Pagado,0,5
8932,90611,2023,2024-01-14,2024-01-28,Robo Parcial,17560.96,2634.14,14926.82,0,En proceso,13589.61,1
8933,90627,2023,2023-07-30,2023-08-08,Colision,8587.49,1800,6787.49,6787.49,Pagado,0,7
8934,90633,2023,2023-09-15,2023-09-29,Danos,8520.79,1800,6720.79,6720.79,Pagado,0,9
8935,90637,2023,2023-08-22,2023-09-06,Colision,22621.99,3393.3,19228.69,19228.69,Pagado,0,8
8936,90663,2023,2023-04-13,2023-04-27,Danos,18024.76,2703.71,15321.05,15321.05,Pagado,0,4
8937,90681,2023,2024-02-10,2024-02-11,Danos,11128.77,1800,9328.77,0,En proceso,10382.54,2
8938,90686,2023,2023-07-22,2023-07-31,Colision,13139.4,1970.91,11168.49,11168.49,Pagado,0,7
8939,90704,2023,2024-01-15,2024-01-27,Robo Total,85188.22,12778.23,72409.99,72409.99,Pagado,0,1
8940,90706,2023,2024-04-21,2024-04-24,Robo Parcial,27784.56,4167.68,23616.88,23616.879999999997,Pagado,0,4
8941,90712,2023,2024-07-25,2024-07-30,Colision,48770.53,7315.58,41454.95,41454.95,Pagado,0,7
8942,90726,2023,2024-01-24,2024-02-08,Colision,16788.04,2518.21,14269.84,0,En proceso,13058.69,1
8943,90754,2023,2024-01-21,2024-02-02,Colision,10494.84,1800,8694.84,8694.84,Pagado,0,1
8944,90757,2023,2023-05-16,2023-05-30,Danos,18395.49,2759.32,15636.16,15636.16,Pagado,0,5
8945,90767,2023,2024-11-24,2024-11-28,Colision,70004,10500.6,59503.4,59503.4,Pagado,0,11
8946,90774,2023,2023-12-07,2023-12-16,Colision,8292.73,1800,6492.73,6492.73,Pagado,0,12
8947,90787,2023,2023-07-06,2023-07-09,Robo Parcial,59547.22,8932.08,50615.14,50615.14,Pagado,0,7
8948,90807,2023,2023-12-07,2023-12-08,Danos,29662.79,4449.42,25213.37,25213.370000000003,Pagado,0,12
8949,90814,2023,2023-06-14,2023-06-20,Robo Parcial,20376.73,3056.51,17320.22,0,En proceso,18003.5,6
8950,90837,2023,2023-11-10,2023-11-23,Colision,42564.74,6384.71,36180.03,36180.03,Pagado,0,11
8951,90844,2023,2024-02-20,2024-03-05,Colision,10726.05,1800,8926.05,0,En proceso,7207.71,2
8952,90850,2023,2023-12-11,2023-12-24,Colision,22980.09,3447.01,19533.08,19533.08,Pagado,0,12
8953,90850,2023,2024-01-18,2024-01-24,Colision,5483.64,1800,3683.64,3683.6400000000003,Pagado,0,1
8954,90851,2023,2023-10-27,2023-11-04,Colision,11148.58,1800,9348.58,9348.58,Pagado,0,10
8955,90852,2023,2023-08-07,2023-08-19,Colision,8754.43,1800,6954.43,6954.43,Pagado,0,8
8956,90855,2023,2024-09-01,2024-09-12,Colision,58160.12,8724.02,49436.1,49436.100000000006,Pagado,0,9
8957,90868,2023,2024-01-06,2024-01-19,Robo Parcial,8858.11,1800,7058.11,0,Rechazado,0,1
8958,90878,2023,2024-03-15,2024-03-19,Danos,11171.06,1800,9371.06,9371.06,Pagado,0,3
8959,90903,2023,2024-06-02,2024-06-03,Colision,22018.76,3302.81,18715.94,18715.940000000002,Pagado,0,6
8960,90908,2023,2023-04-08,2023-04-16,Danos,33642.87,5046.43,28596.44,28596.440000000002,Pagado,0,4
8961,90918,2023,2023-08-24,2023-08-28,Colision,33717,5057.55,28659.45,28659.449999999997,Pagado,0,8
8962,90949,2023,2024-03-28,2024-04-01,Colision,1777.68,1800,0,0,Pagado,0,3
8963,90950,2023,2023-10-14,2023-10-14,Robo Parcial,43246.76,6487.01,36759.74,36759.74,Pagado,0,10
8964,90961,2023,2024-06-15,2024-06-17,Colision,48457.77,7268.67,41189.1,41189.1,Pagado,0,6
8965,90982,2023,2024-10-15,2024-10-23,Colision,14476.68,2171.5,12305.18,12305.18,Pagado,0,10
8966,90983,2023,2024-08-21,2024-08-29,Colision,28269.68,4240.45,24029.23,24029.23,Pagado,0,8
8967,90988,2023,2023-03-26,2023-04-09,Colision,22621.46,3393.22,19228.24,19228.24,Pagado,0,3
8968,91000,2023,2024-03-24,2024-04-04,Colision,36074.46,5411.17,30663.29,0,Rechazado,0,3
8969,91004,2023,2024-08-10,2024-08-16,Colision,12962.66,1944.4,11018.26,11018.26,Pagado,0,8
8970,91019,2023,2023-06-05,2023-06-09,Colision,27423.73,4113.56,23310.17,23310.170000000002,Pagado,0,6
8971,91046,2023,2023-08-20,2023-08-25,Colision,694.13,1800,0,0,Pagado,0,8
8972,91072,2023,2024-03-10,2024-03-24,Danos,5874.3,1800,4074.3,4074.2999999999997,Pagado,0,3
8973,91073,2023,2023-03-26,2023-04-10,Colision,6829.31,1800,5029.31,5029.3099999999995,Pagado,0,3
8974,91075,2023,2023-12-20,2023-12-23,Colision,28231.17,4234.68,23996.5,23996.5,Pagado,0,12
8975,91091,2023,2023-10-24,2023-11-01,Colision,32416.31,4862.45,27553.86,27553.86,Pagado,0,10
8976,91099,2023,2023-10-02,2023-10-10,Danos,53239.57,7985.94,45253.63,45253.630000000005,Pagado,0,10
8977,91102,2023,2024-05-06,2024-05-14,Colision,66422.21,9963.33,56458.88,0,En proceso,64276.47,5
8978,91119,2023,2023-11-19,2023-11-28,Danos,60201.98,9030.3,51171.68,51171.68,Pagado,0,11
8979,91125,2023,2024-11-06,2024-11-13,Colision,17445.07,2616.76,14828.31,14828.31,Pagado,0,11
8980,91130,2023,2024-04-21,2024-05-03,Colision,10444.09,1800,8644.09,8644.09,Pagado,0,4
8981,91130,2023,2023-10-26,2023-11-02,Colision,9361.39,1800,7561.39,7561.389999999999,Pagado,0,10
8982,91132,2023,2023-08-01,2023-08-06,Colision,13031.96,1954.79,11077.17,11077.17,Pagado,0,8
8983,91133,2023,2024-04-07,2024-04-20,Colision,51444.72,7716.71,43728.01,43728.01,Pagado,0,4
8984,91141,2023,2023-09-22,2023-09-27,Colision,30102.13,4515.32,25586.81,25586.809999999998,Pagado,0,9
8985,91146,2023,2024-03-25,2024-04-05,Colision,51001.54,7650.23,43351.31,43351.31,Pagado,0,3
8986,91148,2023,2024-04-13,2024-04-16,Colision,34279.13,5141.87,29137.26,29137.26,Pagado,0,4
8987,91153,2023,2024-03-20,2024-03-20,Colision,14249.75,2137.46,12112.28,12112.279999999999,Pagado,0,3
8988,91159,2023,2023-12-10,2023-12-16,Colision,18692.76,2803.91,15888.84,15888.84,Pagado,0,12
8989,91171,2023,2023-07-10,2023-07-10,Danos,41624.13,6243.62,35380.51,35380.51,Pagado,0,7
8990,91206,2023,2024-01-23,2024-01-27,Colision,20892.04,3133.81,17758.24,17758.239999999998,Pagado,0,1
8991,91212,2023,2023-03-24,2023-03-28,Colision,17922.89,2688.43,15234.46,15234.46,Pagado,0,3
8992,91226,2023,2024-10-20,2024-10-27,Colision,35933.88,5390.08,30543.8,30543.8,Pagado,0,10
8993,91233,2023,2023-12-16,2023-12-17,Danos,10241.16,1800,8441.16,8441.16,Pagado,0,12
8994,91237,2023,2023-02-08,2023-02-22,Colision,41917.47,6287.62,35629.85,35629.85,Pagado,0,2
8995,91243,2023,2024-03-05,2024-03-18,Colision,10036.28,1800,8236.28,8236.28,Pagado,0,3
8996,91287,2023,2023-10-27,2023-11-11,Colision,10549.8,1800,8749.8,8749.8,Pagado,0,10
8997,91291,2023,2023-08-19,2023-08-25,Danos,5314.4,1800,3514.4,0,En proceso,4164.21,8
8998,91312,2023,2023-11-12,2023-11-15,Danos,13659.35,2048.9,11610.44,11610.44,Pagado,0,11
8999,91316,2023,2023-11-10,2023-11-15,Colision,53631.19,8044.68,45586.52,45586.520000000004,Pagado,0,11
9000,91317,2023,2024-03-02,2024-03-09,Robo Total,124203.98,18630.6,105573.38,105573.38,Pagado,0,3
9001,91331,2023,2024-06-01,2024-06-04,Colision,28384.37,4257.66,24126.71,24126.71,Pagado,0,6
9002,91351,2023,2024-06-12,2024-06-24,Danos,36302.92,5445.44,30857.48,0,En proceso,35711.93,6
9003,91393,2023,2024-01-20,2024-01-20,Colision,26568.87,3985.33,22583.54,22583.54,Pagado,0,1
9004,91408,2023,2024-04-26,2024-05-07,Danos,31350.89,4702.63,26648.26,0,En proceso,27342.08,4
9005,91429,2023,2023-11-28,2023-12-11,Colision,5280.28,1800,3480.28,3480.28,Pagado,0,11
9006,91443,2023,2023-12-13,2023-12-16,Colision,40023.73,6003.56,34020.17,34020.17,Pagado,0,12
9007,91449,2023,2023-11-05,2023-11-16,Colision,21571.15,3235.67,18335.48,18335.48,Pagado,0,11
9008,91455,2023,2024-10-13,2024-10-26,Colision,22906.67,3436,19470.67,0,En proceso,22445.79,10
9009,91465,2023,2024-05-03,2024-05-03,Colision,13638.59,2045.79,11592.8,11592.8,Pagado,0,5
9010,91478,2023,2024-05-18,2024-05-23,Colision,14919.66,2237.95,12681.71,12681.710000000001,Pagado,0,5
9011,91484,2023,2023-09-30,2023-10-09,Danos,17644.77,2646.72,14998.06,14998.060000000001,Pagado,0,9
9012,91496,2023,2023-09-12,2023-09-22,Colision,2423.32,1800,623.32,623.3199999999999,Pagado,0,9
9013,91505,2023,2023-11-22,2023-12-06,Danos,15838.89,2375.83,13463.05,0,En proceso,14346.95,11
9014,91523,2023,2024-03-09,2024-03-19,Danos,4041.59,1800,2241.59,0,En proceso,2008.06,3
9015,91524,2023,2023-09-14,2023-09-19,Danos,10587.83,1800,8787.83,8787.83,Pagado,0,9
9016,91531,2023,2024-06-03,2024-06-16,Danos,41172.28,6175.84,34996.43,34996.43,Pagado,0,6
9017,91534,2023,2023-12-04,2023-12-15,Colision,4996.05,1800,3196.05,3196.0499999999997,Pagado,0,12
9018,91567,2023,2024-06-06,2024-06-14,Colision,36722.79,5508.42,31214.37,31214.370000000003,Pagado,0,6
9019,91593,2023,2024-02-25,2024-03-09,Colision,8730.72,1800,6930.72,6930.72,Pagado,0,2
9020,91596,2023,2023-06-22,2023-07-04,Robo Total,191363,28704.45,162658.55,0,En proceso,147188.1,6
9021,91611,2023,2023-05-12,2023-05-15,Danos,7913.53,1800,6113.53,0,En proceso,7081.4,5
9022,91619,2023,2023-09-05,2023-09-18,Robo Parcial,15286.48,2292.97,12993.5,12993.5,Pagado,0,9
9023,91623,2023,2024-03-08,2024-03-23,Robo Parcial,25654.42,3848.16,21806.26,21806.260000000002,Pagado,0,3
9024,91624,2023,2023-11-24,2023-12-03,Danos,14349.35,2152.4,12196.95,12196.95,Pagado,0,11
9025,91630,2023,2024-07-19,2024-07-25,Robo Total,100336,15050.4,85285.6,85285.6,Pagado,0,7
9026,91633,2023,2024-01-07,2024-01-08,Colision,24935.26,3740.29,21194.97,21194.97,Pagado,0,1
9027,91653,2023,2024-05-22,2024-05-23,Danos,16236.75,2435.51,13801.24,13801.24,Pagado,0,5
9028,91655,2023,2023-10-16,2023-10-18,Colision,45312.01,6796.8,38515.21,38515.21,Pagado,0,10
9029,91658,2023,2024-06-24,2024-07-01,Colision,32468.46,4870.27,27598.19,27598.190000000002,Pagado,0,6
9030,91661,2023,2024-05-30,2024-06-12,Colision,13047.18,1957.08,11090.1,11090.1,Pagado,0,5
9031,91666,2023,2023-05-14,2023-05-22,Colision,34698,5204.7,29493.3,0,En proceso,25018.29,5
9032,91674,2023,2023-09-17,2023-09-28,Colision,14684.24,2202.64,12481.6,12481.6,Pagado,0,9
9033,91674,2023,2023-10-08,2023-10-09,Danos,31690.78,4753.62,26937.17,26937.17,Pagado,0,10
9034,91683,2023,2023-04-14,2023-04-22,Robo Parcial,8370.47,1800,6570.47,6570.47,Pagado,0,4
9035,91700,2023,2024-06-04,2024-06-09,Colision,17364.12,2604.62,14759.5,14759.5,Pagado,0,6
9036,91718,2023,2024-01-17,2024-01-28,Colision,15339.78,2300.97,13038.81,13038.81,Pagado,0,1
9037,91720,2023,2024-08-14,2024-08-25,Colision,851.23,1800,0,0,Pagado,0,8
9038,91754,2023,2024-01-06,2024-01-19,Colision,22954.34,3443.15,19511.19,0,Rechazado,0,1
9039,91770,2023,2023-05-12,2023-05-19,Robo Parcial,13514.4,2027.16,11487.24,11487.24,Pagado,0,5
9040,91777,2023,2023-10-29,2023-11-02,Colision,78137.83,11720.67,66417.15,66417.15,Pagado,0,10
9041,91794,2023,2024-03-28,2024-04-03,Danos,13191.81,1978.77,11213.04,11213.04,Pagado,0,3
9042,91798,2023,2024-01-28,2024-01-31,Colision,12754.1,1913.12,10840.99,10840.99,Pagado,0,1
9043,91799,2023,2023-09-13,2023-09-26,Danos,6705.01,1800,4905.01,4905.01,Pagado,0,9
9044,91814,2023,2023-12-29,2023-12-31,Colision,25142.13,3771.32,21370.81,21370.81,Pagado,0,12
9045,91834,2023,2024-01-21,2024-01-27,Danos,19311.74,2896.76,16414.98,16414.98,Pagado,0,1
9046,91873,2023,2023-03-07,2023-03-21,Colision,3899.56,1800,2099.56,0,En proceso,2325.98,3
9047,91880,2023,2023-05-22,2023-05-22,Colision,23364.51,3504.68,19859.83,0,En proceso,16753.46,5
9048,91890,2023,2024-05-19,2024-05-24,Colision,23482.84,3522.43,19960.42,19960.42,Pagado,0,5
9049,91922,2023,2024-03-03,2024-03-18,Colision,20201.23,3030.18,17171.04,17171.04,Pagado,0,3
9050,91932,2023,2024-01-26,2024-02-06,Colision,28255.66,4238.35,24017.31,24017.309999999998,Pagado,0,1
9051,91934,2023,2024-07-22,2024-08-05,Robo Parcial,53264.82,7989.72,45275.1,45275.100000000006,Pagado,0,7
9052,91936,2023,2024-01-01,2024-01-09,Danos,11126.47,1800,9326.47,9326.470000000001,Pagado,0,1
9053,91937,2023,2023-08-23,2023-08-31,Danos,29134.29,4370.14,24764.15,24764.149999999998,Pagado,0,8
9054,91940,2023,2024-07-08,2024-07-13,Colision,48739.55,7310.93,41428.62,41428.62,Pagado,0,7
9055,91946,2023,2024-03-15,2024-03-16,Colision,6190.28,1800,4390.28,4390.28,Pagado,0,3
9056,91950,2023,2023-06-10,2023-06-10,Robo Parcial,8858.58,1800,7058.58,7058.58,Pagado,0,6
9057,91974,2023,2024-01-30,2024-02-04,Colision,11603.78,1800,9803.78,9803.78,Pagado,0,1
9058,91979,2023,2023-08-15,2023-08-15,Colision,6831.34,1800,5031.34,5031.34,Pagado,0,8
9059,91984,2023,2024-03-29,2024-03-31,Colision,27069.51,4060.43,23009.09,23009.09,Pagado,0,3
9060,91985,2023,2024-02-08,2024-02-08,Danos,10831.5,1800,9031.5,9031.5,Pagado,0,2
9061,92013,2023,2023-05-06,2023-05-13,Danos,13452.02,2017.8,11434.22,11434.22,Pagado,0,5
9062,92022,2023,2024-05-03,2024-05-06,Robo Parcial,32914.69,4937.2,27977.49,27977.49,Pagado,0,5
9063,92024,2023,2024-02-04,2024-02-06,Colision,69000.59,10350.09,58650.5,58650.5,Pagado,0,2
9064,92034,2023,2023-06-20,2023-07-04,Colision,14009.79,2101.47,11908.32,0,En proceso,13930.59,6
9065,92035,2023,2024-05-01,2024-05-05,Colision,22107.57,3316.14,18791.43,18791.43,Pagado,0,5
9066,92075,2023,2023-12-22,2023-12-23,Colision,52941.69,7941.25,45000.44,0,En proceso,51200.77,12
9067,92091,2023,2023-06-16,2023-06-21,Incendio,131800,19770,112030,112030,Pagado,0,6
9068,92098,2023,2024-03-17,2024-03-20,Colision,11883.82,1800,10083.82,0,En proceso,8902.29,3
9069,92106,2023,2024-06-15,2024-06-15,Colision,25033.15,3754.97,21278.18,21278.18,Pagado,0,6
9070,92117,2023,2024-07-16,2024-07-29,Colision,3979.66,1800,2179.66,2179.66,Pagado,0,7
9071,92124,2023,2023-10-20,2023-10-28,Colision,62737.63,9410.64,53326.99,53326.99,Pagado,0,10
9072,92134,2023,2023-08-23,2023-09-03,Danos,7965.61,1800,6165.61,6165.610000000001,Pagado,0,8
9073,92144,2023,2024-09-04,2024-09-07,Colision,11428.49,1800,9628.49,9628.49,Pagado,0,9
9074,92159,2023,2024-03-04,2024-03-13,Colision,7532.35,1800,5732.35,5732.35,Pagado,0,3
9075,92168,2023,2024-06-09,2024-06-20,Colision,76415.4,11462.31,64953.09,0,En proceso,75349.1,6
9076,92181,2023,2024-04-13,2024-04-21,Colision,5180.61,1800,3380.61,3380.61,Pagado,0,4
9077,92181,2023,2024-03-01,2024-03-14,Colision,1972.87,1800,172.87,0,En proceso,169.35,3
9078,92194,2023,2023-06-18,2023-06-25,Colision,18736.77,2810.51,15926.25,15926.25,Pagado,0,6
9079,92203,2023,2024-02-23,2024-03-02,Colision,10438.4,1800,8638.4,8638.4,Pagado,0,2
9080,92236,2023,2023-11-05,2023-11-05,Danos,18338.52,2750.78,15587.74,15587.740000000002,Pagado,0,11
9081,92247,2023,2023-09-01,2023-09-01,Colision,14227.92,2134.19,12093.74,12093.74,Pagado,0,9
9082,92249,2023,2024-05-13,2024-05-19,Colision,8976.07,1800,7176.07,7176.07,Pagado,0,5
9083,92284,2023,2023-10-03,2023-10-09,Colision,14248.72,2137.31,12111.41,12111.41,Pagado,0,10
9084,92344,2023,2023-07-10,2023-07-24,Danos,8506.97,1800,6706.97,0,En proceso,6118.12,7
9085,92380,2023,2024-01-01,2024-01-01,Colision,39354.93,5903.24,33451.69,33451.69,Pagado,0,1
9086,92383,2023,2024-01-24,2024-02-08,Colision,27084.15,4062.62,23021.53,0,En proceso,25390.67,1
9087,92401,2023,2023-04-22,2023-04-22,Colision,44843.45,6726.52,38116.94,38116.94,Pagado,0,4
9088,92412,2023,2024-02-15,2024-02-29,Colision,4775.07,1800,2975.07,2975.07,Pagado,0,2
9089,92416,2023,2023-12-04,2023-12-07,Colision,15199.95,2279.99,12919.96,0,En proceso,10930.77,12
9090,92418,2023,2023-12-02,2023-12-11,Colision,17668.79,2650.32,15018.47,15018.47,Pagado,0,12
9091,92440,2023,2023-04-23,2023-04-28,Colision,5101.67,1800,3301.67,3301.67,Pagado,0,4
9092,92447,2023,2023-09-19,2023-09-29,Colision,19769.5,2965.42,16804.07,16804.07,Pagado,0,9
9093,92464,2023,2024-09-23,2024-10-08,Robo Total,189546,28431.9,161114.1,0,En proceso,157651.23,9
9094,92467,2023,2023-05-08,2023-05-16,Danos,22374.86,3356.23,19018.63,19018.63,Pagado,0,5
9095,92495,2023,2023-09-28,2023-10-07,Danos,5308.5,1800,3508.5,0,En proceso,3678.09,9
9096,92497,2023,2023-07-12,2023-07-16,Robo Parcial,23120.55,3468.08,19652.47,19652.47,Pagado,0,7
9097,92510,2023,2024-05-10,2024-05-17,Colision,16614.78,2492.22,14122.57,14122.57,Pagado,0,5
9098,92529,2023,2023-11-30,2023-12-14,Colision,42542.8,6381.42,36161.38,0,En proceso,32306.13,11
9099,92531,2023,2023-08-10,2023-08-18,Colision,20378.67,3056.8,17321.87,17321.87,Pagado,0,8
9100,92552,2023,2024-06-04,2024-06-07,Danos,39202.34,5880.35,33321.99,33321.99,Pagado,0,6
9101,92566,2023,2023-03-26,2023-04-08,Colision,27243.21,4086.48,23156.73,0,Rechazado,0,3
9102,92568,2023,2024-04-12,2024-04-24,Colision,3462.87,1800,1662.87,1662.87,Pagado,0,4
9103,92569,2023,2024-05-11,2024-05-15,Danos,3164.65,1800,1364.65,1364.6499999999999,Pagado,0,5
9104,92581,2023,2024-04-27,2024-05-11,Danos,20312.35,3046.85,17265.49,17265.489999999998,Pagado,0,4
9105,92605,2023,2024-04-12,2024-04-12,Danos,24064.72,3609.71,20455.01,20455.01,Pagado,0,4
9106,92619,2023,2024-08-28,2024-09-08,Colision,3697.72,1800,1897.72,0,En proceso,1865.73,8
9107,92649,2023,2024-07-27,2024-08-03,Colision,39279.4,5891.91,33387.49,33387.49,Pagado,0,7
9108,92650,2023,2023-12-19,2023-12-22,Colision,47928.84,7189.33,40739.52,40739.520000000004,Pagado,0,12
9109,92659,2023,2024-02-19,2024-03-04,Robo Parcial,7397.34,1800,5597.34,5597.339999999999,Pagado,0,2
9110,92667,2023,2024-05-09,2024-05-16,Robo Parcial,49112.17,7366.83,41745.34,41745.34,Pagado,0,5
9111,92680,2023,2023-08-02,2023-08-17,Colision,35990.78,5398.62,30592.16,30592.159999999996,Pagado,0,8
9112,92682,2023,2024-07-26,2024-08-01,Robo Parcial,12815.37,1922.3,10893.06,10893.060000000001,Pagado,0,7
9113,92683,2023,2024-10-29,2024-11-05,Colision,13816,2072.4,11743.6,0,En proceso,10199.97,10
9114,92697,2023,2024-07-13,2024-07-25,Danos,28720.35,4308.05,24412.3,24412.300000000003,Pagado,0,7
9115,92704,2023,2023-04-10,2023-04-19,Colision,19077.9,2861.68,16216.21,16216.21,Pagado,0,4
9116,92711,2023,2024-07-27,2024-07-29,Robo Parcial,32348.85,4852.33,27496.52,27496.519999999997,Pagado,0,7
9117,92729,2023,2024-07-22,2024-08-04,Colision,11757.79,1800,9957.79,9957.79,Pagado,0,7
9118,92730,2023,2023-09-09,2023-09-15,Danos,10179.51,1800,8379.51,8379.51,Pagado,0,9
9119,92749,2023,2024-04-26,2024-05-02,Danos,3700.68,1800,1900.68,1900.68,Pagado,0,4
9120,92758,2023,2023-10-18,2023-11-01,Colision,49536.5,7430.47,42106.02,0,En proceso,47622.22,10
9121,92787,2023,2023-11-06,2023-11-06,Danos,9595.21,1800,7795.21,7795.209999999999,Pagado,0,11
9122,92817,2023,2023-07-10,2023-07-18,Colision,13508.01,2026.2,11481.81,11481.81,Pagado,0,7
9123,92821,2023,2023-12-15,2023-12-25,Colision,44327.52,6649.13,37678.39,0,Rechazado,0,12
9124,92827,2023,2023-07-02,2023-07-17,Incendio,115938,17390.7,98547.3,98547.3,Pagado,0,7
9125,92830,2023,2024-05-05,2024-05-16,Colision,28874.25,4331.14,24543.11,24543.11,Pagado,0,5
9126,92831,2023,2023-07-27,2023-08-07,Colision,77207.97,11581.2,65626.78,65626.78,Pagado,0,7
9127,92842,2023,2024-05-04,2024-05-14,Colision,13543.21,2031.48,11511.73,11511.73,Pagado,0,5
9128,92845,2023,2023-12-29,2023-12-29,Robo Parcial,5277.8,1800,3477.8,0,Rechazado,0,12
