poliza_id,anio_suscripcion,numero_renovacion,poliza_original_id,poliza_status,edad_conductor,experiencia_anos,score_crediticio,genero,estado,codigo_postal,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,ano_vehiculo,canal_venta,fecha_inicio,fecha_vencimiento,exposicion,suma_asegurada,prima_neta
135529,2024,4,685,Vigente,46,28,626,F,Guanajuato,41038,Mazda,Mazda3,Sedan,2010,Digital,2024-10-21,2025-10-21,0.19452054794520549,116324,462.0174609241406
135530,2024,4,686,Vigente,43,23,729,F,Estado de Mexico,58727,Nissan,Versa,Sedan,2012,Directo,2024-02-16,2025-02-16,0.873972602739726,125960,2873.8209326311826
135531,2024,4,687,Vigente,39,20,570,M,Michoacan,59380,Kia,Rio,Sedan,2012,Agente,2024-03-15,2025-03-15,0.7972602739726027,92634,1838.247447167162
135532,2024,4,689,Vigente,34,11,611,M,Coahuila,28391,Seat,Ibiza,Hatchback,2016,Agente,2024-07-05,2025-07-05,0.4904109589041096,136750,1190.8509364811543
135533,2024,4,693,Vigente,57,37,665,M,Michoacan,61357,Toyota,Yaris,Hatchback,2013,Agente,2024-03-25,2025-03-25,0.7698630136986301,125239,2011.7956092457657
135534,2024,4,697,Vigente,33,15,749,M,Chihuahua,39428,Volkswagen,Polo,Hatchback,2010,Agente,2024-07-08,2025-07-08,0.4821917808219178,92074,1108.4692082733534
135535,2024,4,700,Vigente,40,21,664,M,Chihuahua,32452,Hyundai,Accent,Sedan,2013,Agente,2024-10-26,2025-10-26,0.18082191780821918,83344,411.8870587156814
135536,2024,4,703,Vigente,41,20,644,M,Coahuila,34534,Toyota,Corolla,Sedan,2009,Directo,2024-07-09,2025-07-09,0.4794520547945205,154229,1190.6336234272349
135537,2024,4,705,Vigente,42,23,671,M,Coahuila,29974,Seat,Ibiza,Hatchback,2013,Agente,2024-03-30,2025-03-30,0.7561643835616438,83695,1563.0279384615876
135538,2024,4,707,Vigente,22,4,690,F,Jalisco,45209,Honda,City,Sedan,2014,Directo,2024-11-05,2025-11-05,0.15342465753424658,165779,603.3570392396897
135539,2024,4,708,Vigente,36,15,698,M,Coahuila,34941,Seat,Ibiza,Hatchback,2011,Directo,2024-03-15,2025-03-15,0.7972602739726027,96351,1675.3215047139402
135540,2024,4,709,Vigente,53,33,589,F,Jalisco,50707,Hyundai,Accent,Sedan,2017,Directo,2024-10-18,2025-10-18,0.20273972602739726,134989,684.1883544196485
135541,2024,4,711,Vigente,48,30,620,F,Coahuila,29906,Chevrolet,Equinox,SUV,2007,Agente,2024-06-08,2025-06-08,0.5643835616438356,149125,1671.4620633320353
135542,2024,4,715,Vigente,45,27,533,M,Ciudad de Mexico,07545,Mazda,Mazda3,Sedan,2013,Agente,2024-04-11,2025-04-11,0.7232876712328767,125752,2377.74346501539
135543,2024,4,716,Vigente,35,17,595,M,Sonora,89981,Honda,Civic,Sedan,2012,Agente,2024-08-15,2025-08-15,0.3780821917808219,216527,1004.505856768427
135544,2024,4,719,Vigente,43,25,NA,F,Puebla,81206,Nissan,Sentra,Sedan,2016,Digital,2024-08-13,2025-08-13,0.3835616438356164,168158,967.5228628757322
135545,2024,4,720,Vigente,53,32,686,F,Guanajuato,45194,Nissan,Versa,Sedan,2011,Digital,2024-04-16,2025-04-16,0.7095890410958904,137577,2074.394640474714
135546,2024,4,722,Vigente,47,23,658,F,Estado de Mexico,55442,Nissan,Versa,Sedan,2010,Agente,2024-01-10,2025-01-10,0.9753424657534246,99628,3105.0183426985554
135547,2024,4,725,Vigente,42,23,665,M,Coahuila,26493,Volkswagen,Jetta,Sedan,2014,Agente,2024-01-24,2025-01-24,0.936986301369863,196397,2437.259518382083
135548,2024,4,726,Vigente,24,6,699,M,Veracruz,93691,Mazda,Mazda3,Sedan,2010,Banco,2024-11-30,2025-11-30,0.08493150684931507,91610,264.0168917671767
135549,2024,4,731,Vigente,43,21,610,M,Coahuila,30393,Ford,EcoSport,SUV,2015,Agente,2024-05-15,2025-05-15,0.6301369863013698,176585,1924.4973267876467
135550,2024,4,733,Vigente,30,12,667,M,Jalisco,53170,Nissan,March,Hatchback,2009,Directo,2024-01-13,2025-01-13,0.9671232876712329,91125,2571.1140410976245
135551,2024,4,734,Vigente,33,12,632,M,Coahuila,29571,Mazda,Mazda3,Sedan,2006,Directo,2024-08-25,2025-08-25,0.3506849315068493,64484,856.2694199071849
135552,2024,4,737,Vigente,28,8,685,M,Coahuila,31952,Mazda,Mazda3,Sedan,2008,Digital,2024-05-03,2025-05-03,0.663013698630137,97222,1691.5100391995572
135553,2024,4,739,Vigente,47,29,717,M,Baja California,29020,Chevrolet,Aveo,Sedan,2011,Agente,2024-04-03,2025-04-03,0.7452054794520548,90281,1712.997716239861
135554,2024,4,741,Vigente,34,16,737,M,Chihuahua,34820,Toyota,Yaris,Hatchback,2015,Banco,2024-12-04,2025-12-04,0.07397260273972603,143318,181.00362157430348
135555,2024,4,742,Vigente,44,24,658,M,Estado de Mexico,59317,Volkswagen,Vento,Sedan,2015,Banco,2024-01-24,2025-01-24,0.936986301369863,157265,3195.0636188936396
135556,2024,4,744,Vigente,38,20,710,M,Jalisco,52597,Chevrolet,Aveo,Sedan,2008,Agente,2024-09-21,2025-09-21,0.27671232876712326,69979,716.7233884298932
135557,2024,4,747,Vigente,35,17,619,M,Veracruz,94990,Chevrolet,Equinox,SUV,2013,Digital,2024-12-09,2025-12-09,0.06027397260273973,223765,193.53612382854166
135558,2024,4,753,Vigente,51,31,561,M,Guanajuato,39452,Volkswagen,Polo,Hatchback,2007,Directo,2024-07-31,2025-07-31,0.4191780821917808,66801,1016.0735438308195
135559,2024,4,764,Vigente,32,14,653,M,Estado de Mexico,57364,Kia,Rio,Sedan,2015,Agente,2024-11-02,2025-11-02,0.16164383561643836,126072,584.7521490223078
135560,2024,4,768,Vigente,32,14,671,F,Estado de Mexico,55536,Ford,EcoSport,SUV,2010,Agente,2024-06-25,2025-06-25,0.5178082191780822,142229,2290.092858748886
135561,2024,4,769,Vigente,43,24,666,M,Tamaulipas,90858,Chevrolet,Aveo,Sedan,2015,Agente,2024-10-06,2025-10-06,0.2356164383561644,102787,550.3312250064563
135562,2024,4,770,Vigente,45,26,522,F,Estado de Mexico,57360,Ford,EcoSport,SUV,2014,Banco,2024-10-06,2025-10-06,0.2356164383561644,195187,1004.7318018798152
135563,2024,4,771,Vigente,46,23,660,M,Baja California,23877,Ford,Fiesta,Hatchback,2008,Agente,2024-07-17,2025-07-17,0.4575342465753425,64286,920.9230948450911
135564,2024,4,772,Vigente,26,8,716,M,Ciudad de Mexico,09787,Volkswagen,Polo,Hatchback,2013,Banco,2024-02-25,2025-02-25,0.8493150684931506,130694,2802.1403580967935
135565,2024,4,773,Vigente,51,33,662,M,Coahuila,27533,Ford,EcoSport,SUV,2007,Directo,2024-12-16,2025-12-16,0.0410958904109589,128849,142.6374886116397
135566,2024,4,775,Vigente,43,25,724,F,Sonora,88926,Toyota,Corolla,Sedan,2013,Agente,2024-09-27,2025-09-27,0.2602739726027397,145145,639.6603664323309
135567,2024,4,777,Vigente,38,14,745,M,Coahuila,27564,Toyota,Yaris,Hatchback,2008,Agente,2024-10-14,2025-10-14,0.2136986301369863,98375,450.21494727406656
135568,2024,4,781,Vigente,29,11,565,F,Veracruz,95884,Volkswagen,Polo,Hatchback,2013,Banco,2024-10-02,2025-10-02,0.2465753424657534,134997,597.5225619957541
135569,2024,4,782,Vigente,40,22,652,F,Coahuila,29883,Toyota,Yaris,Hatchback,2011,Banco,2024-12-21,2025-12-21,0.0273972602739726,103080,58.06400646162696
135570,2024,4,784,Vigente,37,16,NA,F,Coahuila,32245,Nissan,Versa,Sedan,2013,Agente,2024-05-28,2025-05-28,0.5945205479452055,112730,1405.8860692375158
135571,2024,4,786,Vigente,31,12,559,F,Coahuila,29151,Volkswagen,Jetta,Sedan,2008,Digital,2024-07-08,2025-07-08,0.4821917808219178,119382,1264.4995576765543
135572,2024,4,787,Vigente,47,28,662,M,Coahuila,34724,Volkswagen,Jetta,Sedan,2015,Agente,2024-10-31,2025-10-31,0.16712328767123288,194326,433.75559133865596
135573,2024,4,789,Vigente,23,NA,577,M,Coahuila,30479,Honda,Civic,Sedan,2010,Banco,2024-07-06,2025-07-06,0.4876712328767123,167943,1660.2872859768577
135574,2024,4,791,Vigente,42,24,741,M,Estado de Mexico,57380,Nissan,Versa,Sedan,2007,Directo,2024-04-13,2025-04-13,0.7178082191780822,102655,2293.900998111042
135575,2024,4,793,Vigente,46,27,595,M,Coahuila,34713,Nissan,March,Hatchback,2012,Agente,2024-09-17,2025-09-17,0.2876712328767123,89778,599.3970516705713
135576,2024,4,794,Vigente,43,23,658,F,Coahuila,29363,Hyundai,Accent,Sedan,2009,Digital,2024-07-03,2025-07-03,0.4958904109589041,90585,1140.3492657400561
135577,2024,4,796,Vigente,39,18,683,M,Ciudad de Mexico,05419,Volkswagen,Vento,Sedan,2008,Banco,2024-04-12,2025-04-12,0.7205479452054795,117465,2345.193635789463
135578,2024,4,798,Vigente,36,18,669,F,Coahuila,34784,Volkswagen,Jetta,Sedan,2015,Directo,2024-06-09,2025-06-09,0.5616438356164384,173096,1424.492376109376
135579,2024,4,800,Vigente,39,20,669,M,Baja California,23382,Volkswagen,Polo,Hatchback,2010,Directo,2024-11-22,2025-11-22,0.10684931506849316,108021,227.8510943676622
135580,2024,4,801,Vigente,24,6,651,F,Coahuila,28288,Ford,EcoSport,SUV,2012,Banco,2024-06-20,2025-06-20,0.5315068493150685,141602,2106.679984663078
135581,2024,4,802,Vigente,50,31,621,M,Chihuahua,37625,Hyundai,Accent,Sedan,2008,Agente,2024-12-06,2025-12-06,0.0684931506849315,64443,182.43313471528998
135582,2024,4,803,Vigente,32,14,NA,F,Coahuila,30185,Ford,Fiesta,Hatchback,2008,Agente,2024-01-09,2025-01-09,0.9780821917808219,67585,2175.663990661127
135583,2024,4,809,Vigente,52,34,NA,M,Puebla,81492,Chevrolet,Aveo,Sedan,2012,Banco,2024-08-01,2025-08-01,0.41643835616438357,78024,1130.2347768088348
135584,2024,4,810,Vigente,40,18,614,F,Nuevo Leon,65790,Toyota,Corolla,Sedan,2017,Directo,2024-05-31,2025-05-31,0.5863013698630137,216386,1803.4024399625391
135585,2024,4,814,Vigente,41,21,629,F,Coahuila,34637,Nissan,Versa,Sedan,2012,Directo,2024-02-04,2025-02-04,0.9068493150684932,99589,2109.6040930776117
135586,2024,4,817,Vigente,30,12,697,F,Estado de Mexico,50891,Volkswagen,Polo,Hatchback,2014,Agente,2024-03-29,2025-03-29,0.7589041095890411,97141,2402.89770885404
135587,2024,4,819,Vigente,41,22,580,M,Sonora,90544,Toyota,Yaris,Hatchback,2016,Banco,2024-11-02,2025-11-02,0.16164383561643836,181121,375.1449704479911
135588,2024,4,820,Vigente,43,25,697,F,Coahuila,33741,Mazda,Mazda3,Sedan,2013,Banco,2024-06-03,2025-06-03,0.5780821917808219,101961,1348.8286491664005
135589,2024,4,823,Vigente,51,30,673,F,Baja California,27439,Kia,Rio,Sedan,2006,Banco,2024-08-18,2025-08-18,0.3698630136986301,66992,988.6960183187697
135590,2024,4,825,Vigente,36,18,615,F,Guanajuato,44178,Toyota,Corolla,Sedan,2011,Banco,2024-04-19,2025-04-19,0.7013698630136986,160398,1753.9096698844305
135591,2024,4,826,Vigente,35,17,615,M,Coahuila,26177,Chevrolet,Equinox,SUV,2013,Agente,2024-01-01,2025-01-01,1,149758,2963.717823003132
135592,2024,4,827,Vigente,38,15,705,F,Coahuila,33999,Chevrolet,Equinox,SUV,2013,Banco,2024-11-16,2025-11-16,0.1232876712328767,214870,392.2428133409006
135593,2024,4,828,Vigente,32,11,630,M,Veracruz,99583,Toyota,Corolla,Sedan,2011,Agente,2024-01-13,2025-01-13,0.9671232876712329,175014,2703.900118766683
135594,2024,4,829,Vigente,47,28,679,F,Coahuila,33697,Toyota,Corolla,Sedan,2009,Directo,2024-06-22,2025-06-22,0.5260273972602739,141797,1287.7912358680987
135595,2024,4,832,Vigente,28,10,533,F,Coahuila,31479,Volkswagen,Polo,Hatchback,2007,Agente,2024-09-15,2025-09-15,0.29315068493150687,84313,667.09751812878
135596,2024,4,833,Vigente,41,23,644,F,Coahuila,29537,Toyota,Corolla,Sedan,2011,Agente,2024-11-30,2025-11-30,0.08493150684931507,180836,217.24637236264437
135597,2024,4,834,Vigente,42,23,713,M,Baja California,26050,Volkswagen,Jetta,Sedan,2013,Agente,2024-10-18,2025-10-18,0.20273972602739726,188940,523.1621514124556
135598,2024,4,836,Vigente,34,16,618,F,Coahuila,26380,Chevrolet,Aveo,Sedan,2017,Agente,2024-08-08,2025-08-08,0.3972602739726027,110687,1030.7629220596796
135599,2024,4,840,Vigente,28,8,589,F,Jalisco,45689,Hyundai,Accent,Sedan,2017,Directo,2024-05-21,2025-05-21,0.6136986301369863,137520,1904.1064371938808
135600,2024,4,843,Vigente,39,21,620,M,Coahuila,33990,Ford,Fiesta,Hatchback,2006,Agente,2024-05-23,2025-05-23,0.6082191780821918,47417,1193.9349584326612
135601,2024,4,844,Vigente,35,17,NA,F,Ciudad de Mexico,01271,Nissan,Versa,Sedan,2009,Directo,2024-11-02,2025-11-02,0.16164383561643836,112670,523.0342684020341
135602,2024,4,846,Vigente,22,4,607,F,Coahuila,25475,Volkswagen,Vento,Sedan,2015,Agente,2024-01-05,2025-01-05,0.989041095890411,123472,3198.8659997693003
135603,2024,4,848,Vigente,52,33,690,F,Coahuila,30619,Seat,Ibiza,Hatchback,2014,Agente,2024-12-17,2025-12-17,0.038356164383561646,136000,101.51715640069371
135604,2024,4,849,Vigente,44,26,634,F,Veracruz,96394,Seat,Ibiza,Hatchback,2008,Agente,2024-06-19,2025-06-19,0.5342465753424658,72728,1088.09625000046
135605,2024,4,851,Vigente,30,6,646,F,Jalisco,44176,Nissan,March,Hatchback,2008,Directo,2024-07-21,2025-07-21,0.4465753424657534,77820,1166.5275868392978
135606,2024,4,852,Vigente,36,15,702,F,Jalisco,51736,Volkswagen,Jetta,Sedan,2012,Banco,2024-12-10,2025-12-10,0.057534246575342465,145370,163.76717991767322
135607,2024,4,854,Vigente,41,23,663,M,Coahuila,30001,Chevrolet,Equinox,SUV,2012,Agente,2024-02-25,2025-02-25,0.8493150684931506,203847,2671.081230403401
135608,2024,4,855,Vigente,42,24,566,M,Nuevo Leon,66902,Seat,Ibiza,Hatchback,2014,Agente,2024-04-12,2025-04-12,0.7205479452054795,120364,1806.239907407229
135609,2024,4,856,Vigente,33,15,653,M,Veracruz,93655,Toyota,Corolla,Sedan,2015,Agente,2024-06-20,2025-06-20,0.5315068493150685,172404,1481.7304109268214
135610,2024,4,858,Vigente,33,15,564,F,Ciudad de Mexico,04737,Kia,Rio,Sedan,2012,Agente,2024-03-16,2025-03-16,0.7945205479452054,67916,2667.604790093803
135611,2024,4,859,Vigente,45,25,553,F,Jalisco,47608,Volkswagen,Jetta,Sedan,2012,Directo,2024-10-23,2025-10-23,0.18904109589041096,177512,557.8684399295736
135612,2024,4,860,Vigente,52,34,631,F,Jalisco,50005,Ford,EcoSport,SUV,2011,Agente,2024-09-27,2025-09-27,0.2602739726027397,170538,1097.1605845324168
135613,2024,4,863,Vigente,32,14,664,M,Veracruz,100482,Volkswagen,Jetta,Sedan,2016,Directo,2024-05-09,2025-05-09,0.6465753424657534,173785,1805.2637698940127
135614,2024,4,864,Vigente,47,29,592,M,Coahuila,34087,Toyota,Yaris,Hatchback,2013,Agente,2024-01-11,2025-01-11,0.9726027397260274,120604,2106.2255548160615
135615,2024,4,865,Vigente,29,11,697,F,Estado de Mexico,58004,Chevrolet,Aveo,Sedan,2014,Agente,2024-07-28,2025-07-28,0.4273972602739726,98048,1493.6896212668655
135616,2024,4,869,Vigente,47,28,641,F,Veracruz,98128,Kia,Rio,Sedan,2018,Directo,2024-03-03,2025-03-03,0.8301369863013699,175163,2110.265064365305
135617,2024,4,870,Vigente,27,9,752,M,Baja California,24347,Honda,City,Sedan,2011,Agente,2024-11-30,2025-11-30,0.08493150684931507,125051,224.24953868452872
135618,2024,4,873,Vigente,40,20,611,M,Ciudad de Mexico,02019,Nissan,Versa,Sedan,2012,Agente,2024-11-13,2025-11-13,0.13150684931506848,118932,428.78300309946786
135619,2024,4,874,Vigente,51,33,638,F,Coahuila,30797,Nissan,Versa,Sedan,2011,Directo,2024-05-28,2025-05-28,0.5945205479452055,138468,1739.8156824567104
135620,2024,4,876,Vigente,33,14,633,M,Baja California,23305,Toyota,Corolla,Sedan,2011,Banco,2024-02-27,2025-02-27,0.8438356164383561,195327,2411.6995553846314
135621,2024,4,881,Vigente,22,4,581,M,Puebla,73208,Toyota,Yaris,Hatchback,2012,Banco,NA,NA,NA,122788,NA
135622,2024,4,882,Vigente,40,20,641,M,Nuevo Leon,70918,Toyota,Corolla,Sedan,2014,Digital,2024-06-24,2025-06-24,0.5205479452054794,206572,1584.8130381436536
135623,2024,4,883,Vigente,55,37,606,M,Nuevo Leon,65148,Ford,EcoSport,SUV,2011,Directo,2024-06-01,2025-06-01,0.5835616438356165,152699,2411.1908922674875
135624,2024,4,884,Vigente,52,32,566,F,Nuevo Leon,69040,Honda,Civic,Sedan,2012,Directo,2024-10-23,2025-10-23,0.18904109589041096,195902,682.8821794050564
135625,2024,4,887,Vigente,36,16,597,M,Estado de Mexico,59533,Nissan,March,Hatchback,2012,Agente,2024-04-16,2025-04-16,0.7095890410958904,97687,2043.9238979256763
135626,2024,4,888,Vigente,43,25,741,M,Michoacan,63955,Ford,Fiesta,Hatchback,2012,Digital,2024-11-19,2025-11-19,0.11506849315068493,83849,237.90059397542734
135627,2024,4,889,Vigente,40,19,705,M,Coahuila,30659,Volkswagen,Jetta,Sedan,2009,Agente,2024-11-21,2025-11-21,0.1095890410958904,129257,264.3714281657197
135628,2024,4,890,Vigente,46,28,600,F,Coahuila,33157,Honda,City,Sedan,2010,Agente,2024-03-26,2025-03-26,0.7671232876712328,122705,1836.1697507125334
135629,2024,4,892,Vigente,48,30,660,F,Coahuila,28696,Nissan,Versa,Sedan,2015,Agente,2024-04-18,2025-04-18,0.7041095890410959,146773,1733.6966943039492
135630,2024,4,894,Vigente,29,11,668,M,Baja California,27285,Ford,Fiesta,Hatchback,2015,Agente,2024-09-09,2025-09-09,0.3095890410958904,114731,732.2307849973851
135631,2024,4,895,Vigente,28,10,713,M,Jalisco,51160,Nissan,March,Hatchback,2013,Banco,2024-05-03,2025-05-03,0.663013698630137,114922,1816.1654323048538
135632,2024,4,899,Vigente,42,24,542,F,Jalisco,50411,Chevrolet,Equinox,SUV,2014,Directo,2024-04-08,2025-04-08,0.7315068493150685,220785,2711.3506104242656
135633,2024,4,900,Vigente,42,24,680,F,Estado de Mexico,55204,Chevrolet,Aveo,Sedan,2011,Agente,2024-03-30,2025-03-30,0.7561643835616438,97187,2399.805143867902
135634,2024,4,905,Vigente,45,27,745,M,Michoacan,63236,Toyota,Yaris,Hatchback,2011,Agente,2024-06-07,2025-06-07,0.5671232876712329,111808,1215.0378570212504
135635,2024,4,908,Vigente,33,15,NA,M,Nuevo Leon,68544,Toyota,Yaris,Hatchback,2013,Directo,2024-03-24,2025-03-24,0.7726027397260274,145364,2194.157342207625
135636,2024,4,911,Vigente,35,17,575,F,Estado de Mexico,59407,Chevrolet,Aveo,Sedan,2013,Agente,2024-01-17,2025-01-17,0.9561643835616438,104538,3062.8429722919973
135637,2024,4,914,Vigente,46,28,682,M,Sonora,83342,Mazda,Mazda3,Sedan,2010,Agente,2024-03-20,2025-03-20,0.7835616438356164,124524,1879.6159448996223
135638,2024,4,915,Vigente,35,17,582,F,Coahuila,30091,Kia,Rio,Sedan,2012,Agente,2024-07-27,2025-07-27,0.4301369863013699,94672,994.3738465698441
135639,2024,4,922,Vigente,36,18,615,F,Coahuila,27851,Volkswagen,Polo,Hatchback,2014,Banco,2024-06-18,2025-06-18,0.536986301369863,114470,1154.2350816719322
135640,2024,4,924,Vigente,38,19,524,F,Estado de Mexico,53210,Nissan,March,Hatchback,2014,Banco,2024-09-14,2025-09-14,0.2958904109589041,97809,852.4249700865769
135641,2024,4,927,Vigente,27,9,754,F,Baja California,25164,Ford,Fiesta,Hatchback,2012,Agente,2024-05-08,2025-05-08,0.6493150684931507,77761,1464.7114371233733
135642,2024,4,930,Vigente,43,23,727,F,Puebla,72492,Nissan,Sentra,Sedan,2012,Agente,2024-06-19,2025-06-19,0.5342465753424658,108944,1257.4676733453784
135643,2024,4,932,Vigente,24,5,647,M,Estado de Mexico,50127,Nissan,Sentra,Sedan,2010,Banco,2024-03-06,2025-03-06,0.821917808219178,130241,3667.2128949225466
135644,2024,4,933,Vigente,30,12,612,F,Coahuila,26894,Toyota,Corolla,Sedan,2015,Agente,2024-07-31,2025-07-31,0.4191780821917808,184196,1183.7542188106283
135645,2024,4,934,Vigente,39,19,598,F,Puebla,77448,Volkswagen,Jetta,Sedan,2014,Banco,2024-04-14,2025-04-14,0.7150684931506849,147343,1761.8341444028465
135646,2024,4,935,Vigente,29,9,668,F,Coahuila,29155,Ford,EcoSport,SUV,2011,Directo,2024-07-31,2025-07-31,0.4191780821917808,159031,1381.0209272593636
135647,2024,4,936,Vigente,27,9,668,F,Nuevo Leon,73703,Chevrolet,Aveo,Sedan,2011,Banco,2024-10-11,2025-10-11,0.2219178082191781,81762,642.4917783717236
135648,2024,4,938,Vigente,31,13,NA,M,Jalisco,48413,Volkswagen,Vento,Sedan,2012,Agente,2024-03-04,2025-03-04,0.8273972602739726,107648,2476.4674669523465
135649,2024,4,940,Vigente,43,25,NA,M,Guanajuato,39676,Ford,EcoSport,SUV,2013,Banco,2024-09-07,2025-09-07,0.3150684931506849,180451,966.3255745223526
135650,2024,4,944,Vigente,55,37,631,M,Ciudad de Mexico,07105,Nissan,Versa,Sedan,2015,Agente,2024-01-30,2025-01-30,0.9205479452054794,134062,3667.420646687267
135651,2024,4,947,Vigente,42,24,660,F,Nuevo Leon,71521,Ford,EcoSport,SUV,2014,Agente,2024-03-16,2025-03-16,0.7945205479452054,197072,2872.580909367904
135652,2024,4,948,Vigente,34,15,592,M,Chihuahua,39511,Chevrolet,Equinox,SUV,2017,Agente,2024-11-08,2025-11-08,0.14520547945205478,278113,541.4020176153463
135653,2024,4,952,Vigente,36,17,607,M,Coahuila,31407,Nissan,March,Hatchback,2010,Digital,2024-06-17,2025-06-17,0.5397260273972603,94869,1132.0026449717666
135654,2024,4,953,Vigente,37,19,563,M,Chihuahua,32437,Honda,Civic,Sedan,2009,Directo,2024-03-13,2025-03-13,0.8027397260273973,170824,2030.879870413628
135655,2024,4,957,Vigente,45,27,576,F,Jalisco,48833,Toyota,Yaris,Hatchback,2015,Digital,2024-09-17,2025-09-17,0.2876712328767123,119356,720.2436477483494
135656,2024,4,959,Vigente,36,13,651,F,Estado de Mexico,59866,Toyota,Corolla,Sedan,2016,Digital,2024-12-01,2025-12-01,0.0821917808219178,249745,309.0929983904794
135657,2024,4,960,Vigente,35,16,663,F,Estado de Mexico,54613,Hyundai,Accent,Sedan,2007,Agente,2024-05-01,2025-05-01,0.6684931506849315,79848,2074.0490962817266
135658,2024,4,963,Vigente,29,8,478,M,Coahuila,25267,Volkswagen,Vento,Sedan,2004,Directo,2024-12-07,2025-12-07,0.06575342465753424,100730,168.50152965160333
135659,2024,4,970,Vigente,41,22,599,M,Coahuila,29334,Mazda,Mazda3,Sedan,2009,Agente,2024-12-25,2025-12-25,0.01643835616438356,111366,38.80725580697777
135660,2024,4,971,Vigente,39,21,646,M,Guanajuato,37306,Mazda,Mazda3,Sedan,2016,Digital,2024-04-01,2025-04-01,0.7506849315068493,138153,1830.0086755448588
135661,2024,4,972,Vigente,34,16,694,F,Estado de Mexico,54629,Nissan,March,Hatchback,2011,Directo,2024-11-22,2025-11-22,0.10684931506849316,101699,340.27449870448845
135662,2024,4,979,Vigente,46,27,662,M,Ciudad de Mexico,08411,Chevrolet,Aveo,Sedan,2011,Agente,2024-10-18,2025-10-18,0.20273972602739726,80169,629.2856001508641
135663,2024,4,982,Vigente,33,15,607,M,Baja California,27543,Mazda,Mazda3,Sedan,2012,Agente,2024-08-04,2025-08-04,0.40821917808219177,123883,1076.3369953665747
135664,2024,4,986,Vigente,43,25,644,F,Coahuila,34114,Ford,EcoSport,SUV,2011,Agente,2024-01-01,2025-01-01,1,117220,2852.2248985564447
135665,2024,4,989,Vigente,36,17,696,M,Coahuila,25404,Ford,EcoSport,SUV,2013,Banco,2024-07-03,2025-07-03,0.4958904109589041,192614,1541.0435259127369
135666,2024,4,990,Vigente,46,28,657,F,Ciudad de Mexico,04632,Volkswagen,Vento,Sedan,2009,Agente,2024-09-19,2025-09-19,0.2821917808219178,86167,882.8969407419121
135667,2024,4,991,Vigente,39,19,625,M,Coahuila,33093,Kia,Rio,Sedan,2010,Directo,2024-05-17,2025-05-17,0.6246575342465753,91286,1437.7683159117832
135668,2024,4,992,Vigente,22,4,695,F,Nuevo Leon,68609,Chevrolet,Equinox,SUV,2009,Banco,2024-07-13,2025-07-13,0.4684931506849315,142281,2151.8103332219966
135669,2024,4,998,Vigente,29,11,629,F,Coahuila,28683,Volkswagen,Jetta,Sedan,2012,Banco,2024-10-07,2025-10-07,0.2328767123287671,169262,646.959226914799
135670,2024,4,999,Vigente,41,23,695,M,Puebla,80048,Toyota,Yaris,Hatchback,2009,Agente,2024-10-01,2025-10-01,0.2493150684931507,90025,519.6443326742561
135671,2024,4,1004,Vigente,31,10,746,F,Tamaulipas,93406,Volkswagen,Jetta,Sedan,2013,Agente,2024-12-04,2025-12-04,0.07397260273972603,169597,205.5810280345771
135672,2024,4,1005,Vigente,32,12,687,M,Ciudad de Mexico,09609,Kia,Rio,Sedan,2008,Agente,2024-06-16,2025-06-16,0.5424657534246575,82551,1858.037780919003
135673,2024,4,1007,Vigente,22,4,683,M,Chihuahua,37983,Volkswagen,Vento,Sedan,2017,Directo,2024-04-17,2025-04-17,0.7068493150684931,202871,2499.275022704129
135674,2024,4,1008,Vigente,43,23,547,F,Coahuila,27944,Honda,Civic,Sedan,2010,Agente,2024-06-03,2025-06-03,0.5780821917808219,166042,1454.7664307315245
135675,2024,4,1009,Vigente,44,22,754,M,Coahuila,31758,Chevrolet,Equinox,SUV,2013,Banco,2024-10-08,2025-10-08,0.23013698630136986,158852,689.1405820193179
135676,2024,4,1012,Vigente,41,23,704,F,Coahuila,30836,Volkswagen,Jetta,Sedan,2009,Banco,2024-08-21,2025-08-21,0.36164383561643837,106372,848.4930113085758
135677,2024,4,1014,Vigente,49,28,712,F,Coahuila,28693,Nissan,Sentra,Sedan,2005,Agente,2024-06-05,2025-06-05,0.5726027397260274,81634,1301.3465663911904
135678,2024,4,1015,Vigente,39,20,530,M,Coahuila,27174,Mazda,Mazda3,Sedan,2016,Agente,2024-12-21,2025-12-21,0.0273972602739726,191315,70.87841712115261
135679,2024,4,1019,Vigente,34,14,716,F,Puebla,73982,Mazda,Mazda3,Sedan,2013,Digital,2024-01-20,2025-01-20,0.947945205479452,135973,2535.501080316643
135680,2024,4,1021,Vigente,36,18,557,F,Ciudad de Mexico,09269,Volkswagen,Vento,Sedan,2009,Directo,2024-10-06,2025-10-06,0.2356164383561644,124990,773.8622581680233
135681,2024,4,1022,Vigente,49,28,688,M,Estado de Mexico,54401,Volkswagen,Vento,Sedan,2007,Agente,2024-04-08,2025-04-08,0.7315068493150685,79086,2267.23260778044
135682,2024,4,1024,Vigente,25,6,660,M,Nuevo Leon,68466,Kia,Rio,Sedan,2013,Agente,2024-07-22,2025-07-22,0.4438356164383562,109214,1331.0188748230457
