siniestro_id,anio_ocurrencia,anio_desarrollo,anio_calendario,numero_pago,monto_pago,monto_acumulado
7119,2023,1,2024,2,2455.93,7805.82
7120,2023,0,2023,1,9123.91,7869.07
7120,2023,1,2024,2,4746.95,11963.15
7122,2023,0,2023,1,23858.05,20772.96
7122,2023,1,2024,2,10555.3,29963.35
7124,2023,0,2023,1,13334.6,10942.25
7124,2023,1,2024,2,5054.61,15090.01
7125,2023,0,2023,1,9320.7,8088.36
7125,2023,1,2024,2,4397.51,11904.46
7126,2023,0,2023,1,40294.72,32693.88
7126,2023,1,2024,2,14884.95,44771.06
7127,2023,0,2023,1,38607.79,31438.3
7127,2023,1,2024,2,14267.38,43056.22
7129,2023,0,2023,1,20841.22,17628.7
7129,2023,1,2024,2,7271.92,23779.71
7130,2023,0,2023,1,1901.21,1556.98
7130,2023,1,2024,2,777.82,2193.97
7132,2023,0,2023,1,111078.85,97047.44
7132,2023,1,2024,2,46492.67,137667.19
7134,2023,0,2023,1,31840.01,27784.33
7134,2023,1,2024,2,13765.77,39796.66
7135,2023,0,2023,1,9503.13,8275.86
7135,2023,1,2024,2,3792.2,11578.32
7136,2023,0,2023,1,14587.95,12027.81
7136,2023,1,2024,2,6326.62,17244.12
7138,2023,0,2023,1,26491.55,21506.56
7138,2023,1,2024,2,10157.38,29752.59
7139,2023,0,2023,1,8708.19,7276.19
7139,2023,1,2024,2,3298.05,10031.9
7140,2023,0,2023,1,9053.26,7187.9
7140,2023,1,2024,2,2871.02,9467.37
7141,2023,0,2023,1,16410.56,13023.97
7141,2023,1,2024,2,5028.55,17014.79
7143,2023,0,2023,1,3682.95,3204.2
7143,2023,1,2024,2,1816.34,4784.44
7145,2023,0,2023,1,2831.81,2428.34
7145,2023,1,2024,2,1339.16,3576.7
7146,2023,0,2023,1,7002.23,5787.01
7146,2023,1,2024,2,2707.36,8024.51
7147,2023,0,2023,1,16457.22,13732.36
7147,2023,1,2024,2,7000.57,19573.83
7148,2023,0,2023,1,23432.63,18990.05
7148,2023,1,2024,2,8363.88,25768.23
7149,2023,0,2023,1,7680.62,6305.58
7149,2023,1,2024,2,2932.08,8712.74
7150,2023,0,2023,1,8673.61,7589.48
7150,2023,1,2024,2,4298.34,11350.57
7151,2023,0,2023,1,110753.18,96676.76
7151,2023,1,2024,2,53594.92,143459.92
7152,2023,0,2023,1,739.42,659.14
7152,2023,1,2024,2,297.52,924.36
7154,2023,0,2023,1,8978.24,7745.62
7154,2023,1,2024,2,4593.57,11708.54
7156,2023,0,2023,1,29790.47,24881.79
7156,2023,1,2024,2,13378.9,36056.2
7157,2023,0,2023,1,11693.13,9472.92
7157,2023,1,2024,2,4309.09,12963.84
7158,2023,0,2023,1,42541.74,37551.81
7158,2023,1,2024,2,20404.52,55562.98
7159,2023,0,2023,1,23831.21,20128.71
7159,2023,1,2024,2,9633.57,28265.58
7160,2023,0,2023,1,57618.7,51221.65
7160,2023,1,2024,2,29825.4,77735.72
7163,2023,0,2023,1,11829.9,9833.82
7163,2023,1,2024,2,4644.32,13694.5
7164,2023,0,2023,1,8492.93,7323.33
7164,2023,1,2024,2,3980.97,10756.07
7166,2023,0,2023,1,3166.91,2733.34
7166,2023,1,2024,2,1450.8,3985.51
7167,2023,0,2023,1,10062.91,8808.4
7167,2023,1,2024,2,4135.6,12428.42
7168,2023,0,2023,1,7679.61,6738.77
7168,2023,1,2024,2,3565.97,9867.87
7169,2023,0,2023,1,12072.43,10255.56
7169,2023,1,2024,2,5972.31,15329.06
7171,2023,0,2023,1,18694.86,15583.16
7171,2023,1,2024,2,7567.73,21891.26
7172,2023,0,2023,1,15118.51,12799.49
7172,2023,1,2024,2,8144.87,19695.01
7173,2023,0,2023,1,14874.41,12289.37
7173,2023,1,2024,2,6057.87,17294.44
7174,2023,0,2023,1,9038.4,7281.11
7174,2023,1,2024,2,2950.72,9658.13
7175,2023,0,2023,1,49661.47,42593.99
7175,2023,1,2024,2,19688.39,59480.46
7176,2023,0,2023,1,6334.27,5452.96
7176,2023,1,2024,2,2632.09,7718.85
7177,2023,0,2023,1,6751.8,5308.33
7177,2023,1,2024,2,1948.55,6840.29
7178,2023,0,2023,1,7375.04,6240.82
7178,2023,1,2024,2,3505.88,9207.51
7179,2023,0,2023,1,11096.17,9334.92
7179,2023,1,2024,2,4954.31,13502.85
7180,2023,0,2023,1,3467.96,2872.86
7180,2023,1,2024,2,1359.7,3999.24
7181,2023,0,2023,1,143740.1,113644.86
7181,2023,1,2024,2,38555.28,144127.72
7182,2023,0,2023,1,1551.75,1316.03
7182,2023,1,2024,2,704.15,1913.22
7183,2023,0,2023,1,13524.07,11041.39
7183,2023,1,2024,2,4794.03,14955.36
7184,2023,0,2023,1,26172.45,22203.67
7184,2023,1,2024,2,12609.1,32900.73
7185,2023,0,2023,1,19731.17,16165.78
7185,2023,1,2024,2,7782.38,22541.91
7186,2023,0,2023,1,11789.87,9968.56
7186,2023,1,2024,2,4488.18,13763.39
7187,2023,0,2023,1,17640.39,15046.35
7187,2023,1,2024,2,7849.64,21741.69
7188,2023,0,2023,1,77084.37,59523.66
7188,2023,1,2024,2,28230.26,81322.73
7189,2023,0,2023,1,4642.01,3949.16
7189,2023,1,2024,2,2113.44,5747.16
7190,2023,0,2023,1,20177.75,16868.93
7190,2023,1,2024,2,8781.61,24210.5
7191,2023,0,2023,1,6172.58,5120.96
7191,2023,1,2024,2,2498.29,7193.61
7192,2023,0,2023,1,8794.54,7656.37
7192,2023,1,2024,2,4740.41,11783.29
7193,2023,0,2023,1,15443.24,12977.48
7193,2023,1,2024,2,5377.09,17496.03
7195,2023,0,2023,1,27722.05,22937.54
7195,2023,1,2024,2,9191.68,30542.84
7196,2023,0,2023,1,13357.88,11433.79
7196,2023,1,2024,2,6718.11,17184.21
7197,2023,0,2023,1,46257.92,41718.65
7197,2023,1,2024,2,22896.87,62368.66
7198,2023,0,2023,1,11047.58,9437.69
7198,2023,1,2024,2,3761.68,12651.2
7199,2023,0,2023,1,7577.29,6442.96
7199,2023,1,2024,2,4071.12,9904.64
7200,2023,0,2023,1,16838.08,14636.12
7200,2023,1,2024,2,7846.82,21456.8
7203,2023,0,2023,1,23699.4,20217.64
7203,2023,1,2024,2,9827.01,28600.93
7204,2023,0,2023,1,18236.19,15842.73
7204,2023,1,2024,2,9289.62,23913.11
7206,2023,0,2023,1,40489.52,34024.98
7206,2023,1,2024,2,16817.66,48157.54
7208,2023,0,2023,1,11955.28,9580.46
7208,2023,1,2024,2,3333.67,12251.92
7209,2023,0,2023,1,3864.38,3331.87
7209,2023,1,2024,2,1873.52,4947.23
7210,2023,0,2023,1,11582.54,9947.41
7210,2023,1,2024,2,4603.33,13900.88
7211,2023,0,2023,1,13980.96,12063.5
7211,2023,1,2024,2,5959.83,17205.96
7213,2023,0,2023,1,11612.26,9925.2
7213,2023,1,2024,2,5684.96,14784.25
7214,2023,0,2023,1,11426.21,9493.36
7214,2023,1,2024,2,3841.09,12684.69
7216,2023,0,2023,1,39529.32,32859.75
7216,2023,1,2024,2,14788.16,45152.77
7217,2023,0,2023,1,124954.82,100943.65
7217,2023,1,2024,2,50725.98,141922.19
7218,2023,0,2023,1,1425.91,1217.29
7218,2023,1,2024,2,607.7,1736.09
7219,2023,0,2023,1,436.6,358.97
7219,2023,1,2024,2,190.12,515.29
7220,2023,0,2023,1,85589.85,72071.24
7220,2023,1,2024,2,37469.08,103622.21
7221,2023,0,2023,1,933.71,787.76
7221,2023,1,2024,2,344.38,1078.3
7226,2023,0,2023,1,27777.58,22901.78
7226,2023,1,2024,2,11218.6,32151.18
7227,2023,0,2023,1,19268.96,17172.98
7227,2023,1,2024,2,8867.37,25075.8
7229,2023,0,2023,1,15268.17,13255.39
7229,2023,1,2024,2,6658.8,19036.37
7230,2023,0,2023,1,21518.71,17817.51
7230,2023,1,2024,2,8820.33,25120.76
7232,2023,0,2023,1,3887.09,3206.63
7232,2023,1,2024,2,1626.32,4548.26
7233,2023,0,2023,1,3167.18,2649.57
7233,2023,1,2024,2,1345.65,3775.31
7235,2023,0,2023,1,5465.44,4649.04
7235,2023,1,2024,2,1880.58,6248.7
7236,2023,0,2023,1,23461.63,20012.88
7236,2023,1,2024,2,10490.8,28961.58
7238,2023,0,2023,1,16249.63,13170.82
7238,2023,1,2024,2,5406.44,17552.91
7240,2023,0,2023,1,85999.19,72443.9
7240,2023,1,2024,2,29297.58,97123.56
7241,2023,0,2023,1,20780.08,16710.78
7241,2023,1,2024,2,7592.72,22816.64
7242,2023,0,2023,1,2102.19,1740.79
7242,2023,1,2024,2,748.48,2360.59
7243,2023,0,2023,1,18542.18,15370.39
7243,2023,1,2024,2,6932.73,21117.23
7244,2023,0,2023,1,12317.53,10419.36
7244,2023,1,2024,2,4728.78,14419.43
7245,2023,0,2023,1,4276.62,3764.19
7245,2023,1,2024,2,2163.96,5668.86
7246,2023,0,2023,1,7690.12,6152.42
7246,2023,1,2024,2,2639.99,8264.52
7247,2023,0,2023,1,22434.03,18142.81
7247,2023,1,2024,2,7671.42,24346.84
7248,2023,0,2023,1,11254.08,9271.6
7248,2023,1,2024,2,3774.75,12381.4
7250,2023,0,2023,1,1707.46,1435.7
7250,2023,1,2024,2,724.35,2044.76
7251,2023,0,2023,1,5778.51,5007.31
7251,2023,1,2024,2,2370.81,7061.72
7252,2023,0,2023,1,7114.5,6514.83
7252,2023,1,2024,2,3792.61,9987.76
7253,2023,0,2023,1,8543.48,7126.96
7253,2023,1,2024,2,3669.1,10187.71
7254,2023,0,2023,1,5006.05,4320.25
7254,2023,1,2024,2,2490.29,6469.37
7256,2023,0,2023,1,24996.55,21581.23
7256,2023,1,2024,2,9723.31,29976.02
7257,2023,0,2023,1,36076.77,29907.3
7257,2023,1,2024,2,15354.92,42636.39
7259,2023,0,2023,1,21356.33,17666.45
7259,2023,1,2024,2,7050.82,23499.05
7260,2023,0,2023,1,17204.49,15642.54
7260,2023,1,2024,2,8423.08,23300.91
7261,2023,0,2023,1,4591.22,3814.96
7261,2023,1,2024,2,1886.72,5382.67
7262,2023,0,2023,1,17358.27,14866.73
7262,2023,1,2024,2,6988.92,20852.48
7264,2023,0,2023,1,4254.79,3471.04
7264,2023,1,2024,2,1654.61,4820.86
7265,2023,0,2023,1,15068.03,13092.2
7265,2023,1,2024,2,6574.7,18804.78
7267,2023,0,2023,1,2170.05,1941.27
7267,2023,1,2024,2,1059.01,2888.63
7268,2023,0,2023,1,9516.59,7810.7
7268,2023,1,2024,2,4466.1,11476.23
7270,2023,0,2023,1,14600.29,12470.13
7270,2023,1,2024,2,5434.92,17112.1
7271,2023,0,2023,1,8411.16,7345.04
7271,2023,1,2024,2,3752.25,10621.68
7272,2023,0,2023,1,18010.44,14776.23
7272,2023,1,2024,2,6721.05,20290.35
7273,2023,0,2023,1,10330.81,8773.42
7273,2023,1,2024,2,3413.6,11672.41
7275,2023,0,2023,1,13206.22,11312.74
7275,2023,1,2024,2,6038.42,16485.38
7276,2023,0,2023,1,4386.54,3954.71
7276,2023,1,2024,2,2425.93,6141.83
7278,2023,0,2023,1,16238.92,14294.54
7278,2023,1,2024,2,6865.77,20338.23
7279,2023,0,2023,1,23291.42,20320.41
7279,2023,1,2024,2,10346.85,29347.42
7280,2023,0,2023,1,6641.73,5252.43
7280,2023,1,2024,2,1698.01,6595.26
7281,2023,0,2023,1,8008.16,6623.52
7281,2023,1,2024,2,2856.48,8986.12
7283,2023,0,2023,1,22526.69,18928.79
7283,2023,1,2024,2,9852.55,27207.72
7286,2023,0,2023,1,37936.07,31260.15
7286,2023,1,2024,2,14785.41,43443.65
7289,2023,0,2023,1,614.7,513.86
7289,2023,1,2024,2,210.26,689.63
7290,2023,0,2023,1,35202.58,30432.34
7290,2023,1,2024,2,14652.31,43099.15
7291,2023,0,2023,1,23888.71,19679.02
7291,2023,1,2024,2,7951.41,26229.23
7293,2023,0,2023,1,31408.41,27747.64
7293,2023,1,2024,2,14582.34,40630.35
7294,2023,0,2023,1,4571.57,3921.05
7294,2023,1,2024,2,1986.08,5624.52
7295,2023,0,2023,1,10923.31,9542.46
7295,2023,1,2024,2,5440.69,14295.38
7296,2023,0,2023,1,3000.59,2561.99
7296,2023,1,2024,2,1002.07,3417.59
7297,2023,0,2023,1,1392.82,1151.16
7297,2023,1,2024,2,515.08,1576.86
7298,2023,0,2023,1,16254.85,13841.31
7298,2023,1,2024,2,7265.7,20028.19
7299,2023,0,2023,1,9641.11,8147.99
7299,2023,1,2024,2,3459.26,11071.51
7300,2023,0,2023,1,13423.06,11382.33
7300,2023,1,2024,2,5421.56,15979.63
7301,2023,0,2023,1,12899.85,11228.03
7301,2023,1,2024,2,6214.32,16636.98
7302,2023,0,2023,1,715.43,590.96
7302,2023,1,2024,2,263.66,808.76
7303,2023,0,2023,1,20837.63,17948.04
7303,2023,1,2024,2,9300.9,25959.17
7304,2023,0,2023,1,5179.18,4503.64
7304,2023,1,2024,2,2439.55,6624.99
7306,2023,0,2023,1,16968.46,13931.5
7306,2023,1,2024,2,6234.89,19050.49
7307,2023,0,2023,1,7328.47,6181.3
7307,2023,1,2024,2,2669.6,8433.01
7311,2023,0,2023,1,7556.56,6494.35
7311,2023,1,2024,2,3567.61,9560.46
7312,2023,0,2023,1,21505.96,18813.95
7312,2023,1,2024,2,9832.81,27415.94
7313,2023,0,2023,1,7987.87,6931.71
7313,2023,1,2024,2,4262.71,10630.8
7314,2023,0,2023,1,13613.41,11283.81
7314,2023,1,2024,2,5431.95,15786.21
7315,2023,0,2023,1,27950.33,23807.45
7315,2023,1,2024,2,12246.35,34238.61
7316,2023,0,2023,1,7754.06,6841.81
7316,2023,1,2024,2,3741.54,10143.16
7317,2023,0,2023,1,5563.73,4895.18
7317,2023,1,2024,2,2493.93,7089.44
7318,2023,0,2023,1,16501,14647.35
7318,2023,1,2024,2,8734.88,22400.98
7319,2023,0,2023,1,832.28,698.11
7319,2023,1,2024,2,324.62,970.4
7320,2023,0,2023,1,3433.02,2869.79
7320,2023,1,2024,2,1535.39,4153.28
7321,2023,0,2023,1,4344.75,3675
7321,2023,1,2024,2,1806.39,5202.94
7322,2023,0,2023,1,17993.48,14874.3
7322,2023,1,2024,2,6965.72,20632.51
7323,2023,0,2023,1,12797.32,10896.12
7323,2023,1,2024,2,5273.26,15385.98
7324,2023,0,2023,1,9393.49,8109.11
7324,2023,1,2024,2,4646.41,12120.21
7326,2023,0,2023,1,20568.87,17584.91
7326,2023,1,2024,2,7893.36,24333.16
7327,2023,0,2023,1,8704.06,7563.22
7327,2023,1,2024,2,4151.58,11170.66
7328,2023,0,2023,1,15961.64,13934.09
7328,2023,1,2024,2,7236.28,20251.17
7329,2023,0,2023,1,30275.3,24376.45
7329,2023,1,2024,2,10241.03,32622.11
7331,2023,0,2023,1,20436.23,17979.67
7331,2023,1,2024,2,8732.15,25662.16
7332,2023,0,2023,1,3977.49,3361.06
7332,2023,1,2024,2,1844.51,4919.7
7333,2023,0,2023,1,12714.03,10932.72
7333,2023,1,2024,2,5108.65,15325.61
7334,2023,0,2023,1,142249.59,120485.4
7334,2023,1,2024,2,57959.43,169577.04
7336,2023,0,2023,1,714.15,602.9
7336,2023,1,2024,2,220.76,789.28
7337,2023,0,2023,1,24339.05,19691.26
7337,2023,1,2024,2,9248.82,27173.93
7338,2023,0,2023,1,51.03,43.94
7338,2023,1,2024,2,21.31,62.28
7340,2023,0,2023,1,11603.45,9792.94
7340,2023,1,2024,2,5004.92,14016.92
7341,2023,0,2023,1,21386.8,18803.12
7341,2023,1,2024,2,10132.05,27711.15
7343,2023,0,2023,1,6008.97,5214.6
7343,2023,1,2024,2,2620.38,7488.57
7344,2023,0,2023,1,8018.89,7072.27
7344,2023,1,2024,2,4056.61,10650.01
7345,2023,0,2023,1,19942.67,18006.91
7345,2023,1,2024,2,10518.12,27504.08
7346,2023,0,2023,1,35113.05,29321.51
7346,2023,1,2024,2,12234.74,39538.26
7348,2023,0,2023,1,5072.68,4052.94
7348,2023,1,2024,2,1916.28,5584
7349,2023,0,2023,1,5100.32,4313.14
7349,2023,1,2024,2,2203.74,6176.75
7350,2023,0,2023,1,5018.13,4172.86
7350,2023,1,2024,2,2279.11,6068.06
7352,2023,0,2023,1,5099.85,4604.1
7352,2023,1,2024,2,2544.23,6901
7353,2023,0,2023,1,28714.27,25007.93
7353,2023,1,2024,2,14435.12,37579.81
7354,2023,0,2023,1,6485.88,5735.44
7354,2023,1,2024,2,2743.96,8161.91
7355,2023,0,2023,1,26638.11,21408.1
7355,2023,1,2024,2,9392.05,28956.15
7356,2023,0,2023,1,6081.63,5212.47
7356,2023,1,2024,2,3071.6,7845.09
7357,2023,0,2023,1,5689.92,5064.62
7357,2023,1,2024,2,2561.24,7344.39
7358,2023,0,2023,1,53120.01,44302.86
7358,2023,1,2024,2,21664.22,62371.14
7360,2023,0,2023,1,1620.3,1441.71
7360,2023,1,2024,2,791.2,2145.7
7361,2023,0,2023,1,10966.09,9419.6
7361,2023,1,2024,2,4981.21,13698.35
7362,2023,0,2023,1,24762.7,21316.73
7362,2023,1,2024,2,11063.16,30840.34
7364,2023,0,2023,1,2381.73,1961.41
7364,2023,1,2024,2,917.41,2716.91
7366,2023,0,2023,1,10611.97,9213.29
7366,2023,1,2024,2,4543.63,13158.07
7368,2023,0,2023,1,9447.85,7905.29
7368,2023,1,2024,2,3291.46,10659.34
7369,2023,0,2023,1,7861.27,6516.23
7369,2023,1,2024,2,3086.41,9074.57
7370,2023,0,2023,1,18405.87,15623.7
7370,2023,1,2024,2,6274.73,20949.96
7371,2023,0,2023,1,7198.85,6096.76
7371,2023,1,2024,2,2329.59,8069.7
7372,2023,0,2023,1,83739.67,74913.68
7372,2023,1,2024,2,36730.51,107772.87
7373,2023,0,2023,1,26733.81,23558.52
7373,2023,1,2024,2,13157.6,35153.33
7374,2023,0,2023,1,8199.4,7014.62
7374,2023,1,2024,2,3763.05,10233.93
7375,2023,0,2023,1,14345.97,12286.53
7375,2023,1,2024,2,5122.81,16673.94
7376,2023,0,2023,1,7880.41,6691.92
7376,2023,1,2024,2,3803.27,9921.6
7377,2023,0,2023,1,2934.57,2485.2
7377,2023,1,2024,2,1177.59,3482.47
7378,2023,0,2023,1,6427.78,5282.76
7378,2023,1,2024,2,2628.34,7442.9
7379,2023,0,2023,1,25838.93,21450.99
7379,2023,1,2024,2,9932.32,29696.62
7381,2023,0,2023,1,11539.13,10023.1
7381,2023,1,2024,2,5317.49,14641.96
7382,2023,0,2023,1,4880.27,4211.98
7382,2023,1,2024,2,2339.15,6230.82
7384,2023,0,2023,1,18887.51,15914.43
7384,2023,1,2024,2,7718.58,22418.04
7385,2023,0,2023,1,62506.78,52343.51
7385,2023,1,2024,2,28653.25,76337.89
7387,2023,0,2023,1,4655.14,3992.58
7387,2023,1,2024,2,2140.28,5828.23
7388,2023,0,2023,1,5396.55,4500.76
7388,2023,1,2024,2,2260.79,6386.27
7390,2023,0,2023,1,1027.54,855.42
7390,2023,1,2024,2,335.86,1135.02
7391,2023,0,2023,1,8868.64,7569.6
7391,2023,1,2024,2,3668.56,10700.8
7393,2023,0,2023,1,22825.74,19857.55
7393,2023,1,2024,2,10877.49,29320.57
7395,2023,0,2023,1,8170.75,7191.92
7395,2023,1,2024,2,3714.9,10461.79
7397,2023,0,2023,1,22686.22,19424.67
7397,2023,1,2024,2,9818.19,27831.32
7398,2023,0,2023,1,4767.89,3998.13
7398,2023,1,2024,2,2254.26,5888.45
7399,2023,0,2023,1,5163.77,4300.27
7399,2023,1,2024,2,2338.35,6247.59
7400,2023,0,2023,1,15516.14,12941.78
7400,2023,1,2024,2,5863.14,17832.13
7401,2023,0,2023,1,3732.73,3346.5
7401,2023,1,2024,2,2178.19,5299.31
7402,2023,0,2023,1,33094.79,27694.87
7402,2023,1,2024,2,14147.4,39533.91
7404,2023,0,2023,1,10780.1,9166.31
7404,2023,1,2024,2,4774.26,13225.86
7405,2023,0,2023,1,8367.32,7041.05
7405,2023,1,2024,2,3526.68,10008.73
7406,2023,0,2023,1,1690.83,1415.3
7406,2023,1,2024,2,691.38,1994.02
7407,2023,0,2023,1,14146.5,12129.03
7407,2023,1,2024,2,5115.15,16514.69
7408,2023,0,2023,1,5374.16,4361.26
7408,2023,1,2024,2,1976.78,5965.46
7409,2023,0,2023,1,11967.17,9987.25
7409,2023,1,2024,2,4292.35,13569.45
7410,2023,0,2023,1,8603.67,7012.95
7410,2023,1,2024,2,3617.89,9961.94
7411,2023,0,2023,1,97980.48,79723.62
7411,2023,1,2024,2,34463.36,107765.37
7412,2023,0,2023,1,6810.36,5895.99
7412,2023,1,2024,2,3099.36,8579.23
7413,2023,0,2023,1,11391.41,9942.63
7413,2023,1,2024,2,6236.09,15385.6
7414,2023,0,2023,1,5947.84,5141.56
7414,2023,1,2024,2,2608.36,7396.35
7415,2023,0,2023,1,32309.12,28060.84
7415,2023,1,2024,2,16886.43,42726.9
7416,2023,0,2023,1,3472.1,2801.43
7416,2023,1,2024,2,1262.14,3819.78
7417,2023,0,2023,1,10983.17,9872.09
7417,2023,1,2024,2,5618.39,14922.11
7418,2023,0,2023,1,20059.87,17069.55
7418,2023,1,2024,2,8244.42,24084.98
7419,2023,0,2023,1,7263.6,6144.74
7419,2023,1,2024,2,2772.01,8489.76
7421,2023,0,2023,1,41476.47,35287.34
7421,2023,1,2024,2,21070.5,53213.7
7422,2023,0,2023,1,5866.78,5337.44
7422,2023,1,2024,2,2928.29,8001.52
7423,2023,0,2023,1,18085.16,14201.92
7423,2023,1,2024,2,4509.64,17743.24
7424,2023,0,2023,1,11878.68,10214.4
7424,2023,1,2024,2,5754.1,15162.32
7425,2023,0,2023,1,6065.07,4966.86
7425,2023,1,2024,2,2828.14,7282.91
7426,2023,0,2023,1,8792.57,7562.87
7426,2023,1,2024,2,4441.85,11383.49
7427,2023,0,2023,1,17307.9,14021.95
7427,2023,1,2024,2,5421.14,18413.88
7429,2023,0,2023,1,11318.87,9474.77
7429,2023,1,2024,2,4710.82,13418.09
7431,2023,0,2023,1,3035.31,2642.47
7431,2023,1,2024,2,1357.17,3823.99
7432,2023,0,2023,1,19900.87,16518.51
7432,2023,1,2024,2,7527.35,22766.5
7433,2023,0,2023,1,60503.83,51299.14
7433,2023,1,2024,2,24516.99,72086.27
7436,2023,0,2023,1,21833.41,17781.51
7436,2023,1,2024,2,8535.94,24733.33
7439,2023,0,2023,1,6222.58,5358.59
7439,2023,1,2024,2,2732.98,7712.1
7440,2023,0,2023,1,1537.29,1372.84
7440,2023,1,2024,2,715.91,2012.16
7441,2023,0,2023,1,7946.41,6772.84
7441,2023,1,2024,2,3731.62,9953.36
7442,2023,0,2023,1,8864.12,7573.33
7442,2023,1,2024,2,3957.6,10954.63
7443,2023,0,2023,1,13876.9,11229.6
7443,2023,1,2024,2,4318.22,14724.03
7444,2023,0,2023,1,18222.07,15896.29
7444,2023,1,2024,2,9829.86,24471.51
7445,2023,0,2023,1,8948.85,7663.83
7445,2023,1,2024,2,4544.12,11555.43
7447,2023,0,2023,1,7311.54,6302.94
7447,2023,1,2024,2,3980.99,9734.76
7450,2023,0,2023,1,28793.59,24382.05
7450,2023,1,2024,2,11988.78,34534
7452,2023,0,2023,1,13498.98,11592.84
7452,2023,1,2024,2,5268.42,16117.33
7453,2023,0,2023,1,2587.83,2197.37
7453,2023,1,2024,2,955.71,3008.87
7456,2023,0,2023,1,10112.03,8381.34
7456,2023,1,2024,2,3721.42,11465.83
7457,2023,0,2023,1,13791.52,11300.23
7457,2023,1,2024,2,4815.41,15245.78
7458,2023,0,2023,1,10320.7,8772.75
7458,2023,1,2024,2,4236.25,12373.63
7460,2023,0,2023,1,22120.08,19318.86
7460,2023,1,2024,2,9894.85,27960.66
7462,2023,0,2023,1,36400.52,30959.57
7462,2023,1,2024,2,15331.65,43999.54
7463,2023,0,2023,1,7640.22,6266.22
7463,2023,1,2024,2,2742.85,8515.79
7464,2023,0,2023,1,163343.43,135498.31
7464,2023,1,2024,2,61109.87,186190.79
7465,2023,0,2023,1,10424.47,8670.69
7465,2023,1,2024,2,4032.36,12024.66
7467,2023,0,2023,1,13687.29,11993.69
7467,2023,1,2024,2,6838.91,17986.39
7468,2023,0,2023,1,7220.62,6200.1
7468,2023,1,2024,2,3011.75,8786.18
7469,2023,0,2023,1,11658.25,10279.76
7469,2023,1,2024,2,6045.42,15610.37
7470,2023,0,2023,1,8613.16,7403.78
7470,2023,1,2024,2,4684.62,11430.63
7471,2023,0,2023,1,9264.59,8184.64
7471,2023,1,2024,2,4978.68,12582.96
7472,2023,0,2023,1,10621.97,8605.9
7472,2023,1,2024,2,3451.3,11402.13
7473,2023,0,2023,1,5648.52,4812.62
7473,2023,1,2024,2,2519.4,6959.18
7474,2023,0,2023,1,30647.62,26086
7474,2023,1,2024,2,14028.32,38026.33
7476,2023,0,2023,1,5137.71,4259.31
7476,2023,1,2024,2,1499.61,5502.53
7477,2023,0,2023,1,10341.29,8955.74
7477,2023,1,2024,2,4184.26,12579.38
7478,2023,0,2023,1,23737.44,21051.42
7478,2023,1,2024,2,10248.99,30140.69
7479,2023,0,2023,1,46702.65,38268.12
7479,2023,1,2024,2,17950.49,52976.74
7480,2023,0,2023,1,10658.54,9109.62
7480,2023,1,2024,2,4542.91,12992.35
7481,2023,0,2023,1,5517.58,4518.36
7481,2023,1,2024,2,1919.52,6090.26
7483,2023,0,2023,1,15146.48,13506.48
7483,2023,1,2024,2,7626.34,20307.06
7484,2023,0,2023,1,30863.34,26018.23
7484,2023,1,2024,2,12418.7,36487.37
7485,2023,0,2023,1,18814.09,15791.2
7485,2023,1,2024,2,6142.87,20947.09
7487,2023,0,2023,1,5428.24,4815.23
7487,2023,1,2024,2,2247.7,6809.1
7488,2023,0,2023,1,32404.71,28273.26
7488,2023,1,2024,2,15403.96,41713.29
7489,2023,0,2023,1,10277.99,8831.71
7489,2023,1,2024,2,3582.33,11909.94
7490,2023,0,2023,1,9634.44,8355.7
7490,2023,1,2024,2,4303.75,12088.23
7491,2023,0,2023,1,14950.19,12615.17
7491,2023,1,2024,2,3921.31,15924.02
7492,2023,0,2023,1,13961.54,11845.03
7492,2023,1,2024,2,5221.35,16274.84
7493,2023,0,2023,1,13784.2,11772.06
7493,2023,1,2024,2,5794.82,16720.99
7494,2023,0,2023,1,9063.29,8155.42
7494,2023,1,2024,2,4679.37,12366.05
7495,2023,0,2023,1,59480.44,52781.37
7495,2023,1,2024,2,29264.84,78750.22
7496,2023,0,2023,1,18386.65,15437.69
7496,2023,1,2024,2,7995.72,22151
7497,2023,0,2023,1,12364.33,10465.1
7497,2023,1,2024,2,4826.45,14550.17
7498,2023,0,2023,1,10208.84,8419.18
7498,2023,1,2024,2,4831.64,12403.82
7499,2023,0,2023,1,3949.41,3368.45
7499,2023,1,2024,2,1554.04,4693.88
7500,2023,0,2023,1,7113.97,6252.62
7500,2023,1,2024,2,3753.21,9551.4
7501,2023,0,2023,1,22408.37,19155.22
7501,2023,1,2024,2,10162.55,27842.42
7502,2023,0,2023,1,10729.16,9098.04
7502,2023,1,2024,2,4064.78,12544.87
7503,2023,0,2023,1,8236.6,7026.94
7503,2023,1,2024,2,3846.68,10308.68
7504,2023,0,2023,1,5423.19,4753.88
7504,2023,1,2024,2,2469.24,6918.37
7505,2023,0,2023,1,16025.84,12648.54
7505,2023,1,2024,2,5778.08,17208.94
7506,2023,0,2023,1,2466.59,2048.94
7506,2023,1,2024,2,883.05,2782.47
7508,2023,0,2023,1,49287.28,42808.08
7508,2023,1,2024,2,21428.26,61419.43
7509,2023,0,2023,1,17910.89,14904.64
7509,2023,1,2024,2,8011.23,21571.23
7510,2023,0,2023,1,1198.1,936.16
7510,2023,1,2024,2,291.32,1163.79
